Activation Method,Armed Actors/ Security Personnel Casualties Total,Armed Actors/ Security Personnel Injured,Armed Actors/ Security Personnel Killed,Boys,Children,Civilian Casualties Total,Civilians Injured,Civilians Killed,Country,Date,Description,Girls,Launch Method,Location,Perpetrator Group Name,Perpetrator Status,Populated Area,Target,Weapon Type,Women
Victim-activated,1,0,1,0,0,0,0,0,Afghanistan,05-03-2011,NATO soldier killed in Helmand Province,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,4,0,4,0,0,1,0,1,Afghanistan,02-03-2011,Four Afghan soldiers and a translator killed in bombing,0,IED,No Information,Taliban,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,13,8,5,0,0,1,0,1,Afghanistan,10-03-2011,Police chief killed by bomber on motorcycle,0,IED,Road,Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,1
Victim-activated,1,0,1,0,0,1,0,1,Russia,10-03-2011,Bomb thrown in family dispute,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Remote Detonation,0,0,0,0,0,156,132,24,Pakistan,08-03-2011,Car bomb at Faislabad fuel station kills 24,0,IED,Transport Related Infrastructure,Pakistani Taliban,Non-State Actors,Yes,State (armed),Car Bomb,0
Suicide Attack,4,0,4,0,4,73,40,33,Afghanistan,14-03-2011,37 people killed by suicide bomber at Afghan army recruitment centre,0,IED,Armed Base,Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,0
Timed Detonation,0,0,0,0,0,3,2,1,Afghanistan,15-03-2011,School headmaster killed by bomb,0,IED,School,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Victim-activated,0,0,0,0,0,2,1,1,Afghanistan,15-03-2011,Politician killed by roadside bomb,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,28,16,12,0,0,14,14,0,Iraq,14-03-2011,11 Iraqi soldiers killed in suicide attack,0,IED,Armed Base,Unknown,Unknown,Unclear,State (armed),Car Bomb,0
Victim-activated,4,3,1,0,0,0,0,0,Afghanistan,13-03-2011,Nato soldier killed and three wounded by roadside bomb,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,0,0,0,0,0,89,52,37,Pakistan,09-03-2011,Suicide bomb at funeral procession,0,IED,Public Gathering,Unknown,Unknown,Yes,Armed Groups,Non-specific IED,0
Victim-activated,0,0,0,0,0,4,0,4,Afghanistan,12-03-2011,Four civilians killed by roadside bomb,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,3,2,1,0,0,3,3,0,Pakistan,17-03-2011,Remote control IED kills soldier,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Non-specific IED,0
Remote Detonation,2,0,2,0,0,7,7,0,Pakistan,17-03-2011,Two security officers killed ,0,IED,Road,Baloch Liberation Tigers,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Remote Detonation,2,2,0,0,0,0,0,0,Pakistan,17-03-2011,Two Anti Narcotics Force members killed by bomb,0,IED,Market,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Victim-activated,12,12,0,0,0,0,0,0,Pakistan,23-03-2011,12 policemen injured in vehicle by IED,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,40,36,4,Pakistan,24-03-2011,Five killed and 36 injured by suicide bomber ,0,IED,Police Station,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,3,3,3,0,Afghanistan,19-03-2011,Three children injured by roadside bomb,0,IED,Village,Unknown,Unknown,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,73,50,23,Afghanistan,28-03-2011,"23 people killed, 50 injured by suicide attack on a local road construction crew",0,IED,Commercial Premises,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,3,0,3,0,0,27,20,7,Pakistan,30-03-2011,"10 people killed, 20 wounded by teenage suicide bomber on bike at checkpoint during political rally",0,IED,Public Gathering,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Suicide Attack,1,0,1,0,0,26,20,6,Pakistan,04-04-2011,"Seven people, inc. self killed, 20 injured by teenaged suicide bomber at bus terminal",0,IED,Transport Related Infrastructure,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,3,1,2,0,4,138,90,48,Pakistan,03-04-2011,50 people killed by two suicide bombers at a Sufi shrine during three-day ceremony,0,IED,Place Of Worship,Pakistani Taliban,Non-State Actors,Yes,Civilians,Non-specific IED,8
Remote Detonation,0,0,0,0,0,6,0,6,Pakistan,31-03-2011,"Six people, including tribal elder, killed by a bomb",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,4,0,4,0,0,39,30,9,Pakistan,31-03-2011,13 people killed by suicide bomber targeting Islamic party chief,0,IED,Public Gathering,Unknown,Unknown,Yes,Civilians,Non-specific IED,1
Multiple Modes Of Detonation,13,10,3,0,0,10,10,0,Iraq,03-04-2011,"Two policemen killed, 10 injured (as well as 10 further civilians) by 2 explosions, one a suicide car bomb",0,IED,Town Centre,Unknown,Unknown,Yes,State (armed),Multiple Explosive Weapons,0
Victim-activated,1,1,0,0,0,0,0,0,Turkey,02-04-2011,Soldier wounded in roadside bomb ,0,IED,Town Centre,PKK,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,0,0,0,0,0,8,5,3,Iraq,05-04-2011,"Three killed, five injured by suicide bomber",0,IED,Commercial Premises,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,2,1,1,1,2,8,8,0,Pakistan,07-04-2011,Car bomb outside Director General's house kills 2 injures DIG and his children,1,IED,Urban Residential,Unknown,Unknown,Yes,State (armed),Car Bomb,0
Suicide Attack,4,0,4,0,0,3,3,0,Iraq,01-04-2011,Man kills self and three soldiers who were securing mosque,0,IED,Place Of Worship,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Suicide Attack,0,0,0,0,0,182,125,57,Iraq,29-03-2011,"Car bomb and gun fire used in sustained assault on Provincial Council offices, 57 killed and 125 injured",0,IED,Public Building,Unknown,Unknown,Yes,Not Reported,Car Bomb,0
Suicide Attack,19,10,9,0,1,4,4,0,Afghanistan,07-04-2011,"Six killed, 10 wounded by bomb hidden in ambulance, three users also killed",0,IED,Police Station,Taliban,Non-State Actors,Yes,State (armed),Car Bomb,0
Victim-activated,1,1,0,0,0,0,0,0,Afghanistan,09-04-2011,US soldier loses foot to IED on patrol,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,0,0,0,Russia,09-04-2011,"Man wearing explosive vest died when bombs explode prematurely, no other casualties",0,IED,Transport Related Infrastructure,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,16,13,3,Pakistan,12-04-2011,"Three people killed, 13 injured when passenger van hits roadside IED",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,0,0,0,0,0,162,149,13,Belarus,12-04-2011,"13 people killed, 149 injured by remote control nail bomb at Oktyabrskaya metro station during rush hour",0,IED,Transport Related Infrastructure,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Multiple Modes Of Detonation,6,4,2,0,0,5,2,3,Iraq,12-04-2011,"Bombs planted around house of former Sons of Iraq fighter kill three family members, roadside bomb kills two in investigating army patrol",0,IED,Urban Residential,Unknown,Unknown,Yes,State (armed),Multiple Explosive Weapons,1
Suicide Attack,6,5,1,0,1,4,4,0,Afghanistan,12-04-2011,"Car bomb targeting ISAF patrol killed user in car, injured five soldiers and four civilians",0,IED,No Information,Unknown,Non-State Actors,Unclear,International Actor (armed),Car Bomb,0
Suicide Attack,1,0,1,0,0,17,7,10,Afghanistan,13-04-2011,"Council meeting of tribal elders and former military commander targeted by man wearing explosive vest; kills self, 10 people",0,IED,Public Gathering,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,1,0,Cyprus,06-04-2011,Journalist injured by IED left under his car at Kanal T television offices,0,IED,Commercial Premises,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Suicide Attack,4,3,1,0,0,1,1,0,Afghanistan,14-04-2011,"Man kills self using explosive-filled truck outside district headquarters, injures four",0,IED,Public Building,Taliban,Non-State Actors,Yes,State (armed),Car Bomb,0
Suicide Attack,6,2,4,0,0,6,6,0,Afghanistan,14-04-2011,Three police killed in gunfire and explosives attack by four people on police training center,0,IED,Police Station,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Remote Detonation,1,1,0,0,0,0,0,0,Iraq,13-04-2011,Deputy police chief injured by a remote controlled bomb in city centre,0,IED,Town Centre,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Suicide Attack,18,17,1,0,0,9,9,0,Indonesia,15-04-2011,26 people (17 police) injured by a bomb in a mosque inside a police station,0,IED,Place Of Worship,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,17,8,9,0,0,1,0,1,Afghanistan,16-04-2011,"Man wearing Afghan Army uniform kills self, nine soldiers (Five NATO) and an interpreter",0,IED,Armed Base,Taliban,Non-State Actors,Unclear,International Actor (armed),Non-specific IED,0
Suicide Attack,7,0,7,0,0,27,23,4,Iraq,18-04-2011,"Two car bombs in Green Zone at passing of a government convoy, kill selves, nine others ",0,IED,Public Building,Unknown,Unknown,Yes,State (unarmed),Car Bomb,0
Remote Detonation,7,6,1,1,2,19,19,0,Thailand,18-04-2011,Car bomb triggered on passing of a ranger's car kills one ranger and 25civilians/rangers injured,1,IED,Road,Unknown,Unknown,Yes,State (armed),Car Bomb,0
Victim-activated,2,2,0,0,0,0,0,0,Iraq,18-04-2011,Failed assassination attempt injures two guards of Iraqi Central Bank adviser,0,IED,Road,Unknown,Unknown,Unclear,State (unarmed),Roadside Bomb,0
Victim-activated,6,0,6,0,0,0,0,0,Afghanistan,18-04-2011,Roadside bomb kills all six policemen in vehicle,0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,4,0,4,0,0,0,0,0,Afghanistan,15-04-2011,"Man wearing explosives kills Kandahar's police chief, self and two other policemen",0,IED,Police Station,Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,0
Remote Detonation,2,2,0,0,0,0,0,0,Thailand,18-04-2011,Two policemen seriously hurt by bomb blast after attack on checkpoint at railway station,0,IED,Transport Related Infrastructure,Unknown,Unknown,Unclear,State (armed),Non-specific IED,0
Remote Detonation,0,0,0,0,0,2,2,0,Pakistan,19-04-2011,Local education charity's office hit by a car bomb which injures two passers-by,0,IED,Humanitarian Infrastructure,Unknown,Unknown,Yes,Civilians,Car Bomb,1
Suicide Attack,1,0,1,0,0,1,1,0,Afghanistan,14-04-2011,"Man wearing explosives kills self, injures one civilian, reported as targeting a police department and Police chief, as in event 1214",0,IED,No Information,Unknown,Unknown,Unclear,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,4,4,0,Afghanistan,14-04-2011,"Bomber kills self, injures four",0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Victim-activated,10,9,1,0,0,0,0,0,Afghanistan,20-04-2011,"French soldier killed, 9 wounded when armoured vehicle hits roadside bomb",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,1,6,4,2,Afghanistan,21-04-2011,"Two men killed, three women and a child hurt when their van hit ""roadside mine""",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,3
Remote Detonation,0,0,0,0,0,59,40,19,Pakistan,21-04-2011,"19 dead, 40 hurt by bomb at 'The Birch Club'- gambling site in ""densely populated neighbourhood""",0,IED,Entertainment,Al-Mukhtar Army (Pakistan),Non-State Actors,Yes,Civilians,Non-specific IED,0
Victim-activated,0,0,0,0,0,3,1,2,Afghanistan,22-04-2011,"Two killed, one injured by roadside bomb",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,1,1,0,0,2,2,1,1,Pakistan,23-04-2011,Child killed by bomb planted outside the house of an anti-Taliban tribal elder ,0,IED,Village,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,11,5,6,0,0,0,0,0,Pakistan,23-04-2011,"Man blows self up in front of the vehicle of an anti-Taliban tribal chief, kills five",0,IED,Road,Unknown,Unknown,Unclear,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,India,24-04-2011,"Parcel bomb hidden in book kills teacher, reported as personal attack",0,IED,Urban Residential,Unknown,Unknown,Yes,Civilians,Non-specific IED,1
Victim-activated,1,1,0,0,0,0,0,0,Russia,24-04-2011,Security guard injured by rucksack bombs left at reality TV show site,0,IED,Commercial Premises,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Suicide Attack,4,2,2,0,0,0,0,0,Afghanistan,26-04-2011,Two men on motorbike blow selves up next to military logistics convoy,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Non-specific IED,0
Remote Detonation,54,50,4,0,0,8,7,1,Pakistan,26-04-2011,"Four killed, 57 wounded by two simultaneous bomb attacks on navy buses",0,IED,Road,Pakistani Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,1
Remote Detonation,5,5,0,0,0,0,0,0,Thailand,27-04-2011,Five soldiers injured by 5kg roadside IED detonated by mobile phone,0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Remote Detonation,9,5,4,0,0,1,0,1,Pakistan,28-04-2011,"Bomb hidden in gutter targets bus carrying Pakistani navy, kills five",0,IED,Road,Pakistani Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,0,0,0,0,0,40,23,17,Morocco,28-04-2011,"Lunchtime explosion of nail bomb in popular cafe kills 17, including 14 foreign tourists",0,IED,Commercial Premises,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Suicide Attack,1,0,1,0,0,16,12,4,Afghanistan,01-05-2011,"12 year old detonates explosive vest in Ashin Bazaar, kills self and four others",0,IED,Market,Taliban,Non-State Actors,Yes,Civilians,Non-specific IED,1
Remote Detonation,0,0,0,0,0,11,10,1,India,02-05-2011,"Bomb targeting Major General's car on Birma bridge kills milk vendor, injures 10",0,IED,Road,Unknown,Unknown,Unclear,State (armed),Non-specific IED,0
Remote Detonation,0,0,0,0,0,4,0,4,Pakistan,02-05-2011,"Bomb kills four, destroys mosque near police station (reported as target)",0,IED,Place Of Worship,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,52,40,12,Iraq,29-04-2011,"12 killed, 40 wounded by a bomber detonating self inside a Shiite mosque",0,IED,Place Of Worship,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Suicide Attack,8,2,6,0,0,20,17,3,Iraq,30-04-2011,Nine killed as bomber detonates self at checkpoint barring entrance to a market,0,IED,Market,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Remote Detonation,5,5,0,0,0,0,0,0,Thailand,30-04-2011,Roadside bomb wounds four rangers in pickup truck on patrol,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,61,50,11,0,0,0,0,0,India,03-05-2011,Series of ten IED blasts followed by gun battle kills 11 and injures 50 soldiers,0,IED,No Information,Maoist Forces,Non-State Actors,No,State (armed),Non-specific IED,0
Remote Detonation,17,14,3,0,0,0,0,0,Thailand,07-05-2011,Bomb kills four policemen playing football with villagers,0,IED,Entertainment,Unknown,Unknown,Yes,State (armed),Non-specific IED,0
Remote Detonation,0,0,0,0,0,3,3,0,Pakistan,08-05-2011,Bomb planted at house of Minister for Agriculture injures three guests,0,IED,Urban Residential,Unknown,Unknown,Yes,State (unarmed),Non-specific IED,0
Remote Detonation,2,0,2,0,0,10,8,2,Pakistan,10-05-2011,Bomb planted at district court kills four,0,IED,Public Building,Unknown,Unknown,Yes,State (unarmed),Non-specific IED,0
Suicide Attack,3,1,2,0,0,0,0,0,Russia,10-05-2011,Bomber kills self and policeman at checkpoint with explosives strapped to body,0,IED,Road,Unknown,Unknown,Unclear,State (armed),Non-specific IED,0
Suicide Attack,5,0,5,0,0,0,0,0,Afghanistan,07-05-2011,Concerted attack on government buildings includes deaths of at least five users in vehicle-borne explosive devices,0,IED,Multiple (urban),Taliban,Non-State Actors,Yes,State (unarmed),Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Afghanistan,05-05-2011,Romanian soldier killed when vehicle hits IED,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Victim-activated,3,3,0,0,0,1,1,0,Iraq,10-05-2011,Politician's three guards and passerby hurt by roadside bomb,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,71,0,71,0,0,139,109,30,Pakistan,13-05-2011,"99 killed, 109 injured in two bombs outside Shabqadar Fort, self-detonations on motorcycles",0,IED,Armed Base,Pakistani Taliban,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,2,0,2,Nigeria,13-05-2011,Two people killed by roadside bomb near police checkpoint,0,IED,Road,Boko Haram,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,1,22,15,7,Pakistan,14-05-2011,Seven killed by bomb on bus travelling to garrison town,0,IED,Public Transport,Unknown,Unknown,Yes,Not Reported,Non-specific IED,1
Remote Detonation,2,2,0,0,0,2,0,2,Thailand,16-05-2011,20kg bomb kills two Buddhist monks in ambush during alms tour,0,IED,Village,Unknown,Unknown,Yes,Civilians,Non-specific IED,0
Suicide Attack,2,1,1,0,0,2,2,0,Kazakhstan,17-05-2011,Man kills self with bomb device on body in front of Security headquarters,0,IED,Public Building,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Remote Detonation,3,1,2,0,0,0,0,0,Pakistan,17-05-2011,"Two security personnel killed, one injured by remote-controlled bombing",0,IED,Village,Unknown,Unknown,Yes,State (armed),Roadside Bomb,0
Timed Detonation,0,0,0,0,0,11,9,2,Burma,18-05-2011,Bomb on passenger train kills two,0,IED,Public Transport,Karen National Union,Non-State Actors,Yes,Civilians,Non-specific IED,0
Remote Detonation,2,2,0,0,0,4,3,1,Pakistan,19-05-2011,Roadside bomb kills one,0,IED,Commercial Premises,Unknown,Unknown,Yes,State (armed),Roadside Bomb,0
Suicide Attack,32,20,12,0,0,2,0,2,Afghanistan,18-05-2011,"Man drives explosive-packed car into bus, killing 13 police cadets",0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Car Bomb,0
Remote Detonation,2,2,0,0,0,9,8,1,Pakistan,20-05-2011,Car bomb attacking U.S. consulate convoy kills one local civilian,0,IED,Road,Pakistani Taliban,Non-State Actors,Yes,International Actor (unarmed),Car Bomb,0
Victim-activated,7,4,3,0,0,0,0,0,Afghanistan,22-05-2011,Roadside IED kills three police and injures four,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,0,0,0,0,5,16,0,16,Pakistan,21-05-2011,"Bomb hits oil tanker, sixteen killed by explosion as they try to retrieve fuel",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,32,26,6,Afghanistan,21-05-2011,"Suicide attack at military hospital kills six, injures 26",0,IED,Hospital,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,18,14,4,Afghanistan,23-05-2011,"IED in market kills five, injures 14",0,IED,Market,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,5,1,4,0,0,0,0,0,Afghanistan,22-05-2011,Four killed by two detonations of explosive vests in Government building,0,IED,Public Building,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,5,5,0,0,0,0,0,0,Nigeria,19-05-2011,IED at police checkpoint injures five,0,IED,Armed Base,Boko Haram,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Remote Detonation,1,1,0,0,0,7,7,0,Thailand,19-05-2011,Eight injured by two bombs attached to a truck and a motorcycle,0,IED,Commercial Premises,Unknown,Unknown,Yes,Not Reported,Non-specific IED,0
Suicide Attack,17,8,9,0,0,19,15,4,Iraq,22-05-2011,Man detonates explosive vest kill 12 and wound 23 ,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,0,0,0,Pakistan,22-05-2011,"Grenade and gunfire attack on Mehran naval base, one attacker killed when detonating vest",0,IED,Armed Base,Pakistani Taliban,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,38,28,10,Afghanistan,24-05-2011,"Ten labourers killed, 28 hurt by roadside bomb",0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,2,0,2,0,0,0,0,0,Kazakhstan,24-05-2011,Explosive device kills two in car,0,IED,No Information,Unknown,Unknown,Unclear,Not Reported,Car Bomb,0
Remote Detonation,3,1,2,0,0,0,0,0,Thailand,24-05-2011,Two police killed by 15kg roadside bomb hidden in fire extinguisher,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,1
