Activation Method,Armed Actors/ Security Personnel Casualties Total,Armed Actors/ Security Personnel Injured,Armed Actors/ Security Personnel Killed,Boys,Children,Civilian Casualties Total,Civilians Injured,Civilians Killed,Country,Date,Description,Girls,Launch Method,Location,Perpetrator Group Name,Perpetrator Status,Populated Area,Target,Weapon Type,Women
Remote Detonation,13,10,3,0,0,0,0,0,Turkey,10-08-2016,"Turkish soldiers killed and wounded by IED, PKK are the suspected perpetrators",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,10,10,0,0,5,53,49,4,Turkey,10-08-2016,Bomb blast in Turkey leaves 28 dead and injured ,0,IED,No Information,PKK,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,15,14,1,Afghanistan,09-08-2016,"A civilian killed by suicide bomber's attack in a crowded market, wounding four",0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,4,3,1,0,0,0,0,0,Egypt,09-08-2016,"Army officer killed and three conscripts injured by roadside bomb in the evening, ISIS thought responsible",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,5,5,0,0,0,1,1,0,Egypt,08-08-2016,"Army officer, four conscripts and a civilian injured by roadside bomb, ISIS thought responsible",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,2,0,2,0,0,0,0,0,Pakistan,07-08-2016,Two soldiers killed by remote-IED blast ,0,IED,No Information,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,0,0,0,0,0,7,3,4,Egypt,07-08-2016,Four residents of Arish killed and three injured by IED targetting military vehicle,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,4,4,0,0,0,13,13,0,Pakistan,11-08-2016,"At least 17 injured as roadside bomb targets judge's police escort, 3-4kg of explosives were used in the bomb",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,3,0,3,0,0,0,0,0,Iraq,11-08-2016,"Suicide bomber targets police checkpoint, killing 2 policemen",0,IED,Armed Base,Unknown,Non-State Actors,Unclear,Not Reported,Car Bomb,0
Suicide Attack,40,25,15,0,0,0,0,0,Syria,14-08-2016,Suicide bomber detonates vest on a bus carrying Syrian rebel fighters,0,IED,No Information,Unknown,Non-State Actors,Unclear,Armed Groups,Non-specific IED,0
Remote Detonation,2,2,0,0,0,0,0,0,Lebanon,15-08-2016,Roadside bomb near Syrian border wounds two Lebanese soldiers ,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,2,2,0,0,0,0,0,0,Thailand,15-08-2016,"Roadside 20kg bomb inside gas cylinder, detonated via radio at 7.20am in front of mosque targetting marines",0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Remote Detonation,10,8,2,0,0,0,0,0,Pakistan,17-08-2016,Two security personnel killed and eight injured by IED,0,IED,No Information,Unknown,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,1,2,1,1,Thailand,17-08-2016,"A girl dies and grandmother injured when girl drops an IED (made of explosive powder, nails and duct tape",1,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Remote Detonation,11,7,4,0,0,0,0,0,Turkey,18-08-2016,Four soldiers killed and seven wounded and roadside bomb is detonated as their armoured vehicle passes,0,IED,Road,PKK,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,32,20,12,0,0,0,0,0,Libya,18-08-2016,"ISIS suicide attackers detonate car bombs at a checkpoint, 10 killed, 20 injured, many seriously",0,IED,Armed Base,ISIS: Libya,Non-State Actors,No,State (armed),Car Bomb,0
Remote Detonation,3,2,1,0,0,0,0,0,Iraq,18-08-2016,IED explosion killed a policeman and injured two others as patrol was targetted,0,IED,No Information,Unknown,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Remote Detonation,6,6,0,0,0,0,0,0,Egypt,19-08-2016,Six police officers injured in IED attack targeting security convoy,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,1,1,0,0,0,0,0,0,India,21-08-2016,"CRPF head constable injured by pressure IED in village market, 3 more IEDs found in the market",0,IED,Market,Naxals (CPI),Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,14,11,3,Cameroon,21-08-2016,"Suicide bomber on a motorbike, detonates explosives at a market in Cameroon, near Nigerian border",0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,2,2,0,0,0,50,30,20,Somalia,21-08-2016,"Twin suicide blasts, one targeting local government hq, and the other the emergency services responding ",0,IED,Public Building,Al Shabaab,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,87,75,12,0,0,3,3,0,Turkey,26-08-2016,"Kurdish insurgents use truck bomb to target police hq, killing 11 police",0,IED,Police Station,PKK,Non-State Actors,Yes,State (armed),Car Bomb,0
Victim-activated,4,0,4,0,0,0,0,0,Chad,27-08-2016,"Four Chad soldiers killed by mine planted by Boko Haram in Kaiga Kindi, a 'dozen' soldiers were wounded",0,IED,Road,Boko Haram,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,4,3,1,0,0,0,0,0,Turkey,28-08-2016,One soldier killed and three wounded by roadside bomb,0,IED,Road,PKK,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,131,59,72,0,0,0,0,0,Yemen,29-08-2016,ISIS suicide bomber detonates a car filled with explosives at an army training camp in Yemen,0,IED,Armed Base,ISIS: Yemen,Non-State Actors,No,State (armed),Car Bomb,0
Victim-activated,0,0,0,0,2,11,5,6,Afghanistan,28-08-2016,"Six killed by roadside bomb in Helmand, three women and two children were wounded",0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,3
Victim-activated,0,0,0,0,0,11,8,3,Afghanistan,28-08-2016,"A roadside bomb kills two women and a man late Sunday and wounded eight others, including children",0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,2
Suicide Attack,4,3,1,0,0,0,0,0,Kyrgyzstan,30-08-2016,"First suicide bombing in Kyrgyzstan as mini van rams into gates of the Chinese embassy, injuring security gaurds",0,IED,Public Building,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,60,45,15,Somalia,30-08-2016,Al Shabaab car bomb outside Presidential Palace kills soldiers and civilians and damages nearby hotel,0,IED,Hotel,Al Shabaab,Non-State Actors,Yes,State (unarmed),Car Bomb,0
Remote Detonation,0,0,0,0,0,6,4,2,Iraq,30-08-2016,Roadside bomb kills two IDPs and injured four other as IED targeted vehicles carrying IDPs,0,IED,Road,Unknown,Non-State Actors,Unclear,Civilians,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,2,0,2,Afghanistan,01-09-2016,Taliban suicide bomber attacks district governer's office killing two people,0,IED,Public Building,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,0,4,3,1,Thailand,03-09-2016,One railway worker was killed and three injured when a bomb hidden under rail tracks exploded,0,IED,Public Transport,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Remote Detonation,0,0,0,0,0,85,71,14,Philippines,02-09-2016,An explosion in a crowded market at 10pm kills 14 and injures 71,0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,40,28,12,Iraq,05-09-2016,"Suicide car bombing in commercial area kills 12 and wounds 28, ISIS claims responsibility",0,IED,Commercial Premises,ISIS,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,4,0,4,0,0,75,38,37,Syria,05-09-2016,"Checkpoint targetted by 3 ISIS suicide bombers, one car bomb, the other two detonated when responders arrived",0,IED,Armed Base,ISIS,Non-State Actors,Yes,Not Reported,Multiple Explosive Weapons,0
Suicide Attack,3,0,3,0,0,5,3,2,Syria,05-09-2016,"ISIS suicide car bomb target military checkpoint, 1 bomber on foot detonatd when arrested",0,IED,Armed Base,ISIS,Non-State Actors,Yes,Not Reported,Multiple Explosive Weapons,0
Suicide Attack,4,0,4,0,0,11,10,1,Syria,05-09-2016,Car bomb struck a military checkpoint in Homs,0,IED,Armed Base,ISIS,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,6,0,6,0,0,7,2,5,Syria,05-09-2016,Suicide bomber on a motorcycle targeting Kurdish checkpoint,0,IED,Armed Base,ISIS,Non-State Actors,Unclear,Not Reported,Car Bomb,0
Multiple Modes Of Detonation,10,0,10,0,0,141,100,41,Afghanistan,05-09-2016,"Twin bombings near Afghan Defense Ministry, second bomb is suicide bomber targetting responders to the first blast",0,IED,Town Centre,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,0,0,0,0,0,6,6,0,Afghanistan,05-09-2016,"11pm a suicide car bomber targets Kabul residential neighbourhood, followed by gunfire",0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Pakistan,04-09-2016,A security personnel was escorting a bomb disposal squad when an IED detonated killing him instantly,0,IED,Road,Unknown,Non-State Actors,No,Not Reported,Roadside Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Pakistan,04-09-2016,"IED detonated in an open area injuring a security personnel, he succumbed to his wounds on the way to hospital",0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,25,14,11,0,0,0,0,0,Yemen,11-09-2016,Suicide bomber killed conscripts when he drove a vehicle laden with explosives into a compound,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,2,0,2,0,0,100,60,40,Iraq,09-09-2016,Shia Muslims at Iraq shopping mall targeted in double suicide bombing,0,IED,Commercial Premises,ISIS,Non-State Actors,Yes,Civilians,Multiple Explosive Weapons,0
Remote Detonation,4,4,0,0,0,0,0,0,Pakistan,12-09-2016,Roadside bomb hits police van in Karakar mountain road connecting Swat district to Buner district,0,IED,Road,Unknown,Non-State Actors,No,State (armed),Roadside Bomb,0
Suicide Attack,2,2,0,0,0,1,1,0,Nigeria,11-09-2016,"Suspected female suicide bomber shot dead, vest explodes injuring two soldiers and a civilian",0,IED,Armed Base,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,3,3,0,0,0,0,0,0,Pakistan,13-09-2016,"Police wounded foiling attack on Shiite mosque, one of the two suicide bombers detonates vest when he stopped ",0,IED,No Information,Unknown,Non-State Actors,Unclear,Civilians,Non-specific IED,0
Remote Detonation,0,0,0,0,0,29,29,0,USA,17-09-2016,21:00 explosion sees shrapnel-filled pressure cooker IED explode wounding 29,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,7,0,7,0,0,0,0,0,Somalia,18-09-2016,"Suicide car bomb targets military convoy in Somalia, killing a general and five of his bodyguards",0,IED,Road,Al Shabaab,Non-State Actors,No,State (armed),Car Bomb,0
Suicide Attack,3,0,3,0,0,43,30,13,Syria,22-09-2016,"Suicide attack in rebel-held village killed 11 and 'wounded dozens', local minister and governor among dead",0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,2,2,0,0,0,0,0,0,Hungary,24-09-2016,"Homemade bomb detonated in Budapest Saturday night injuring two police officers, one female, critically",0,IED,Town Centre,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,2,0,2,0,0,31,23,8,Iraq,24-09-2016,Militants detonate truck bomb killing eight and wounding 23. ISIS suspected.,0,IED,Town Centre,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,49,34,15,0,0,0,0,0,Iraq,24-09-2016,Three militants rammed car bomb into a checkpoint,0,IED,Armed Base,Unknown,Non-State Actors,No,State (armed),Car Bomb,0
Remote Detonation,5,2,3,0,0,0,0,0,Thailand,23-09-2016,"At 10.30am a roadside bomb targets police vehicles, 15kg gas cylinder left, bomb estimated to be 80kg",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,0,14,8,6,Iraq,25-09-2016,"ISIS suicide bomb kills six and wounds 8, targeting Shia pilgrims",0,IED,Public Gathering,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Remote Detonation,8,8,0,0,0,0,0,0,Turkey,26-09-2016,Bus carrying military personnel in southeast Turkey is targetted by roadside bomb. PKK suspected.,0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Remote Detonation,0,0,0,0,0,11,11,0,Afghanistan,26-09-2016,"Bomb explodes at 8am, wounding 11 civilians. Remote control explosives were attached to a motorcycle.",0,IED,Commercial Premises,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,23,19,4,0,0,0,0,0,Nigeria,26-09-2016,3 soldiers and an officer killed when their vehicle hot an IED and were then ambushed by Boko Haram militants,0,IED,Road,Boko Haram,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,4,4,0,0,0,5,5,0,Pakistan,26-09-2016,"Nine people,including four police officials injured by IED targeting a police van ",0,IED,Road,Pakistani Taliban,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,0,37,29,8,Iraq,27-09-2016,"Bomber detonated himself near gathering of construction workers on a commercial street, possible roadside bomb too",0,IED,Commercial Premises,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,1,0,1,0,0,32,26,6,Iraq,27-09-2016,"Suicide bomber targetted Bayaa neighbourhood, a Shia populated area",0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,0,1,1,0,Egypt,29-09-2016,"Senior assistant to Egypt's top prosecutor survives assassination attempt when a car bomb explodes as he passes in motorcade, one passerby is injured. 20kg on TNT packed into car and detonated by mobile phone.",0,IED,Urban Residential,Unknown,Non-State Actors,Yes,State (unarmed),Car Bomb,0
Victim-activated,0,0,0,0,0,6,3,3,Egypt,02-10-2016,3 workers killed when their car hits a roadside bomb. ISIS militants suspected,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,3,2,1,0,0,0,0,0,Iraq,02-10-2016,One policeman killed and two severly wounded whilst trying to dismantle a roadside bomb,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,2,4,10,0,10,Afghanistan,29-09-2016,"A private vehicle carrying a family of 10, including 3 women, 2 girlsand 2 boys struck pressure plate IED",2,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,3
Victim-activated,0,0,0,0,0,9,0,9,Afghanistan,30-09-2016,"A group of nine civilians, eight of whom are women and small children, travelling on a tractor hit pressure plate IED",0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,2,0,2,0,0,14,11,3,Syria,03-10-2016,At least two suicide bombers detonated explosive belts in Hama killing and wounding many,0,IED,Town Centre,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,112,90,22,Syria,03-10-2016,Suicide bomber attacks a Kurdish wedding in Hasaka,0,IED,Public Gathering,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,32,25,7,Iraq,03-10-2016,Suicide bombing in at an outdoor market in Shiite neighbouhood in Baghdad,0,IED,Multiple (urban),Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,13,10,3,Iraq,03-10-2016,Suicide bomber attacked Baghdad eastern Mashtal neighbourhood,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,0,1,1,0,Malta,26-09-2016,Car bomb seriously injures business man in Masra,0,IED,Road,Unknown,Non-State Actors,Yes,Civilians,Car Bomb,0
Victim-activated,2,1,1,0,0,0,0,0,Iraq,05-10-2016,Explosives expert killed and another wounded whilst dismantling an IED,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,21,0,21,0,0,0,0,0,Syria,06-10-2016,ISIS suicide car bombing struck a convoy of rebels killing at least 20 and injured dozens,0,IED,No Information,ISIS,Non-State Actors,Unclear,Not Reported,Car Bomb,0
Suicide Attack,1,0,1,0,0,27,22,5,Iraq,09-10-2016,Five killed and 22 wounded by ISIS suicide bomber targeting Shia pilgrims in Eastern Baghdad,0,IED,Public Gathering,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,21,11,10,0,0,24,16,8,Turkey,09-10-2016,Truck bomb detonates 5 tons of explosives outside a police checkpoint in Turkey killing 8 civilians and 10 soldiers,0,IED,Police Station,PKK,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,5,0,5,0,0,0,0,0,Egypt,07-10-2016,Five police conscripts were killed in the night when an IED targeted their armoured vehicle,0,IED,Road,ISIS: Egypt,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,10,7,3,0,0,0,0,0,Iraq,05-10-2016,Three volunteer soldier were killed and seven were wounded by an IED that targeted their patrol,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,11,0,11,0,0,18,14,4,Afghanistan,10-10-2016,"A car bomb killed at least ten police in Lashkar Gah and four civilians, police and civilians also wounded at entrance to the city",0,IED,Police Station,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,4,0,4,0,0,4,1,3,Iraq,09-10-2016,A suicide car bomber targeted an AsiaCell checkpoint near New Iraq Camp on Azim-Khalis road,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,4,2,2,0,0,0,0,0,Iraq,02-10-2016,"A booby-trapped drone, flown by ISIS, injured two French soldiers and killed two Kurdish soldiers, as they tried to examine it",0,IED,No Information,ISIS,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Remote Detonation,0,0,0,0,0,40,26,14,Afghanistan,12-10-2016,A bomb targetting Shiite worshippers kills 14 civilians in north Afghanistan mosque,0,IED,Place Of Worship,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,4,0,4,0,0,8,8,0,Turkey,16-10-2016,Suicide bombers blew themselves up during a Turkish police raid against ISIS militants  near Syrian border,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,98,63,35,Iraq,15-10-2016,A suicide bomber targeted a funeral gathering in northern Baghdad,0,IED,Public Gathering,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,19,11,8,0,0,0,0,0,Iraq,15-10-2016,Suicide bombers attacked a federal police station in Tikrit,0,IED,Police Station,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,4,4,4,0,Afghanistan,16-10-2016,Roadside bomb injures four children in passenger vehicle,0,IED,Road,Taliban,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,2,4,4,4,0,Afghanistan,16-10-2016,"Roadside bomb injures four children, two girls and two boys",2,IED,Road,Taliban,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Remote Detonation,5,5,0,0,0,0,0,0,Pakistan,16-10-2016,Early Sunday five security personnel were injured in two IED blasts targeting convoy in FATA,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,10,5,5,0,0,0,0,0,Somalia,13-10-2016,Five soldiers killed and five wounded in roadside bomb blast targeting convoy near Baidoa,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,0,35,25,10,Iraq,17-10-2016,Suicide bomber detonates car packed with explosives at a security checkpoint south of Baghdad targeting Shiite paratroopers,0,IED,Armed Base,ISIS,Non-State Actors,Unclear,State (armed),Car Bomb,0
Suicide Attack,1,0,1,0,0,0,0,0,Syria,17-10-2016,Suicide bomber driving a booby-trapped tanker blew up his vehicle near a security center for the US-backed Ahrah al-Sham,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,Armed Groups,Car Bomb,0
Suicide Attack,5,0,5,0,0,7,0,7,Somalia,18-10-2016,"A suicide attacker rammed a bomb-laden car into a police station, followed by a gun attack, killing at least four police officers",0,IED,Police Station,Al Shabaab,Non-State Actors,Yes,State (armed),Car Bomb,0
Suicide Attack,1,0,1,0,0,0,0,0,USA,18-10-2016,"A man detonates pipe bomb in health clinic, after everyone leaves, killing only himself",0,IED,Hospital,Individual,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Iraq,18-10-2016,A Peshmerga bomb defuser is killed defusing an ISIS IED,0,IED,Road,ISIS,Non-State Actors,No,Not Reported,Roadside Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Iraq,17-10-2016,A Peshmerga commander was killed by an IED,0,IED,Road,ISIS,Non-State Actors,No,Not Reported,Roadside Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Iraq,20-10-2016,"US service member killed in a bomb blast in northern Iraq, near Mosul",0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,11,7,4,Somalia,23-10-2016,At least four killed and seven injured in Mogadishu when a car bomb exploded near a camp for IDPs - al Shabaab suspected,0,IED,Encampment,Unknown,Non-State Actors,Yes,Civilians,Car Bomb,0
Remote Detonation,7,5,2,0,0,14,14,0,Turkey,23-10-2016,Two police killed and 19 wounded by PKK car bomb in east Turkey,0,IED,Public Building,PKK,Non-State Actors,Yes,State (unarmed),Car Bomb,0
Suicide Attack,1,0,1,0,1,3,3,0,Japan,23-10-2016,72yo former member of Japan's Self Defense Forces commits suicide bomb at a Japanese festival in a park,0,IED,Public Gathering,Individual,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,3,0,3,0,0,18,0,18,Iraq,21-10-2016,ISIS attacked a power plant in Dibs and blew themselves up killing 18 workers,0,IED,Commercial Premises,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,166,116,50,0,0,0,0,0,Pakistan,24-10-2016,Gunmen storm police training centre in Baluchistan and detonate explosive vests killing at least 48 and injuring 116,0,IED,Armed Base,Lashkar-e-Jhangvi,Non-State Actors,No,State (armed),Non-specific IED,0
Suicide Attack,22,7,15,0,0,0,0,0,Somalia,25-10-2016,Al Shabaab rammed a car laden with explosives into the gates of an AU base in Somalia housing soldiers from Djibouti.,0,IED,Armed Base,Al Shabaab,Non-State Actors,Unclear,State (armed),Car Bomb,0
Remote Detonation,2,2,0,0,1,2,2,0,Turkey,26-10-2016,PKK detonate IED near a police station in Bingol,0,IED,Police Station,PKK,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,2,2,0,0,0,0,0,0,Afghanistan,25-10-2016,"Suicide bomber targets military convoy, two US soldiers were wounded",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,8,0,8,Nigeria,12-10-2016,Landmine hits taxi-van carrying refugees killing eight,0,IED,Road,Boko Haram,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,0,0,0,Syria,28-10-2016,Al Qaeda Frenchman carrys out siuicide attack targeting government positions in Aleppo,0,IED,Armed Base,Syrian Rebels: Al-Nusra Front,Non-State Actors,Unclear,State (armed),Car Bomb,0
Remote Detonation,0,0,0,0,0,44,34,10,Iraq,30-10-2016,"Car bomb explodes in Hurriyeh, northwest Baghdad, killing 10 and wounding 34",0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,1,0,1,0,0,27,20,7,Iraq,29-10-2016,ISIS suicide bomber targets aid station for Shiite pilgrims,0,IED,Humanitarian Infrastructure,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,1,0,1,0,0,16,11,5,Nigeria,29-10-2016,A female suicide bomber targets group leaving IDP camp,0,IED,Encampment,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,11
Suicide Attack,1,0,1,0,0,15,13,2,Nigeria,29-10-2016,A suicide bomber driving a tricycle taxi detonated outside a gas station,0,IED,Transport Related Infrastructure,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,4,3,1,0,0,2,2,0,Yemen,29-10-2016,"Car bomb detonates near Yemen's central bank HQ, injuring five people",0,IED,Commercial Premises,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,2,0,2,0,0,0,0,0,Afghanistan,30-10-2016,Two militants killed in a premature explosion in Kabul as they were planting an IED in a roadside,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,4,4,0,Pakistan,27-10-2016,Four people were injured by an IED as they returned home from displacement,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,4,0,4,0,0,9,0,9,Nigeria,01-11-2016,A car bomb targeting a military checkpoint on a road leading to Maiduguri exploded killing nine,0,IED,Road,Boko Haram,Non-State Actors,Unclear,Not Reported,Car Bomb,0
Suicide Attack,3,0,3,0,0,109,100,9,Turkey,04-11-2016,Car bomb attack in Diyarbakirkilled 11 including two police ,0,IED,Police Station,TAK,Non-State Actors,Yes,State (armed),Car Bomb,0
Suicide Attack,9,6,3,0,0,0,0,0,Somalia,05-11-2016,Two Somali soldiers die and six are wounded by al Shabaab car bomb near parliament ,0,IED,Public Building,Al Shabaab,Non-State Actors,Yes,State (armed),Car Bomb,0
Victim-activated,0,0,0,0,0,1,0,1,Afghanistan,04-11-2016,Journalist killed by a roadside bomb in Helmand,0,IED,Road,Unknown,Unknown,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,0,0,0,Iraq,04-11-2016,Irish 'Khalid' Kelly died in suicide bombing attack near Mosul,0,IED,No Information,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,111,100,11,Iraq,06-11-2016,11 Shia pilgrims killed by ambulance bomb in shrine car park in Salahuddin,0,IED,Place Of Worship,ISIS,Non-State Actors,Yes,Civilians,Car Bomb,5
Suicide Attack,1,0,1,0,0,13,0,13,Iraq,06-11-2016,In Tikrit an explosive laden ambulance was detonated at the city entrance killing 13,0,IED,Road,ISIS,Non-State Actors,Yes,Civilians,Car Bomb,0
Victim-activated,3,3,0,0,0,0,0,0,India,04-11-2016,A police official was critically injured by an IED in Kashmir's Pulwama ,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,1,1,0,0,0,0,0,0,India,06-11-2016,CRPF jawan seriously injured in pressure bomb explosion,0,IED,Agricultural Land,Unknown,Non-State Actors,No,Not Reported,Non-specific IED,0
Suicide Attack,4,3,1,0,0,132,128,4,Afghanistan,10-11-2016,A suicide car bomber outside the German consulate killed at least four and injured more than 100. Two more killed by bullets,0,IED,Public Building,Taliban,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,1,0,1,0,0,158,106,52,Pakistan,12-11-2016,IS claim suicide bombing at Baluchistan shrine that killed over 50,0,IED,Place Of Worship,ISIS: Pakistan,Non-State Actors,Yes,Civilians,Non-specific IED,0
